TID;OMRÅDE;CIVILSTAND;INDHOLD
2016Q4;Gentofte;Total;75980
2016Q4;Gentofte;Never married;35987
2016Q4;Gentofte;Married/separated;29027
2016Q4;Gentofte;Widowed;3625
2016Q4;Gentofte;Divorced;7341
2016Q4;Gladsaxe;Total;68578
2016Q4;Gladsaxe;Never married;34092
2016Q4;Gladsaxe;Married/separated;24557
2016Q4;Gladsaxe;Widowed;3259
2016Q4;Gladsaxe;Divorced;6670
2016Q4;Glostrup;Total;22493
2016Q4;Glostrup;Never married;10826
2016Q4;Glostrup;Married/separated;8065
2016Q4;Glostrup;Widowed;1243
2016Q4;Glostrup;Divorced;2359
2016Q4;Herlev;Total;28408
2016Q4;Herlev;Never married;13225
2016Q4;Herlev;Married/separated;10658
2016Q4;Herlev;Widowed;1614
2016Q4;Herlev;Divorced;2911
2016Q4;Hvidovre;Total;53064
2016Q4;Hvidovre;Never married;25791
2016Q4;Hvidovre;Married/separated;19446
2016Q4;Hvidovre;Widowed;2612
2016Q4;Hvidovre;Divorced;5215
2016Q4;Høje-Taastrup;Total;50252
2016Q4;Høje-Taastrup;Never married;23297
2016Q4;Høje-Taastrup;Married/separated;19976
2016Q4;Høje-Taastrup;Widowed;2250
2016Q4;Høje-Taastrup;Divorced;4729
2016Q4;Ishøj;Total;22679
2016Q4;Ishøj;Never married;10653
2016Q4;Ishøj;Married/separated;8901
2016Q4;Ishøj;Widowed;934
2016Q4;Ishøj;Divorced;2191
2016Q4;Lyngby-Taarbæk;Total;55396
2016Q4;Lyngby-Taarbæk;Never married;27157
2016Q4;Lyngby-Taarbæk;Married/separated;20064
2016Q4;Lyngby-Taarbæk;Widowed;3050
2016Q4;Lyngby-Taarbæk;Divorced;5125
2016Q4;Rødovre;Total;38322
2016Q4;Rødovre;Never married;18372
2016Q4;Rødovre;Married/separated;13769
2016Q4;Rødovre;Widowed;2125
2016Q4;Rødovre;Divorced;4056
2016Q4;Vallensbæk;Total;15643
2016Q4;Vallensbæk;Never married;6815
2016Q4;Vallensbæk;Married/separated;6911
2016Q4;Vallensbæk;Widowed;682
2016Q4;Vallensbæk;Divorced;1235
2016Q4;Allerød;Total;24925
2016Q4;Allerød;Never married;10247
2016Q4;Allerød;Married/separated;11544
2016Q4;Allerød;Widowed;1183
2016Q4;Allerød;Divorced;1951
2016Q4;Egedal;Total;42915
2016Q4;Egedal;Never married;18031
2016Q4;Egedal;Married/separated;19757
2016Q4;Egedal;Widowed;1791
2016Q4;Egedal;Divorced;3336
2016Q4;Fredensborg;Total;40470
2016Q4;Fredensborg;Never married;16971
2016Q4;Fredensborg;Married/separated;17289
2016Q4;Fredensborg;Widowed;1961
2016Q4;Fredensborg;Divorced;4249
2016Q4;Frederikssund;Total;45030
2016Q4;Frederikssund;Never married;18605
2016Q4;Frederikssund;Married/separated;19124
2016Q4;Frederikssund;Widowed;2657
2016Q4;Frederikssund;Divorced;4644
2016Q4;Furesø;Total;40604
2016Q4;Furesø;Never married;17374
2016Q4;Furesø;Married/separated;17681
2016Q4;Furesø;Widowed;2038
2016Q4;Furesø;Divorced;3511
2016Q4;Gribskov;Total;41280
2016Q4;Gribskov;Never married;16138
2016Q4;Gribskov;Married/separated;18162
2016Q4;Gribskov;Widowed;2420
2016Q4;Gribskov;Divorced;4560
2016Q4;Halsnæs;Total;31159
2016Q4;Halsnæs;Never married;12572
2016Q4;Halsnæs;Married/separated;13021
2016Q4;Halsnæs;Widowed;1937
2016Q4;Halsnæs;Divorced;3629
2016Q4;Helsingør;Total;62554
2016Q4;Helsingør;Never married;27349
2016Q4;Helsingør;Married/separated;24216
2016Q4;Helsingør;Widowed;3513
2016Q4;Helsingør;Divorced;7476
2016Q4;Hillerød;Total;50050
2016Q4;Hillerød;Never married;22711
2016Q4;Hillerød;Married/separated;20409
2016Q4;Hillerød;Widowed;2409
2016Q4;Hillerød;Divorced;4521
2016Q4;Hørsholm;Total;24993
2016Q4;Hørsholm;Never married;9804
2016Q4;Hørsholm;Married/separated;10848
2016Q4;Hørsholm;Widowed;1666
2016Q4;Hørsholm;Divorced;2675
2016Q4;Rudersdal;Total;56110
2016Q4;Rudersdal;Never married;24156
2016Q4;Rudersdal;Married/separated;23643
2016Q4;Rudersdal;Widowed;3254
2016Q4;Rudersdal;Divorced;5057
2016Q4;Bornholm;Total;39663
2016Q4;Bornholm;Never married;15752
2016Q4;Bornholm;Married/separated;16350
2016Q4;Bornholm;Widowed;2973
2016Q4;Bornholm;Divorced;4588
2016Q4;Christiansø;Total;87
2016Q4;Christiansø;Never married;33
2016Q4;Christiansø;Married/separated;43
2016Q4;Christiansø;Widowed;4
2016Q4;Christiansø;Divorced;7
2016Q4;Region Sjælland;Total;831789
2016Q4;Region Sjælland;Never married;363620
2016Q4;Region Sjælland;Married/separated;332468
2016Q4;Region Sjælland;Widowed;49089
2016Q4;Region Sjælland;Divorced;86612
2016Q4;Greve;Total;49822
2016Q4;Greve;Never married;20557
2016Q4;Greve;Married/separated;21995
2016Q4;Greve;Widowed;2533
2016Q4;Greve;Divorced;4737
2016Q4;Køge;Total;60093
2016Q4;Køge;Never married;26776
2016Q4;Køge;Married/separated;24161
2016Q4;Køge;Widowed;3029
2016Q4;Køge;Divorced;6127
2016Q4;Lejre;Total;27438
2016Q4;Lejre;Never married;11188
2016Q4;Lejre;Married/separated;12532
2016Q4;Lejre;Widowed;1413
2016Q4;Lejre;Divorced;2305
2016Q4;Roskilde;Total;87011
2016Q4;Roskilde;Never married;40890
2016Q4;Roskilde;Married/separated;33717
2016Q4;Roskilde;Widowed;4262
2016Q4;Roskilde;Divorced;8142
2016Q4;Solrød;Total;22056
2016Q4;Solrød;Never married;9274
2016Q4;Solrød;Married/separated;9818
2016Q4;Solrød;Widowed;986
2016Q4;Solrød;Divorced;1978
2016Q4;Faxe;Total;35808
2016Q4;Faxe;Never married;15129
2016Q4;Faxe;Married/separated;14854
2016Q4;Faxe;Widowed;2078
2016Q4;Faxe;Divorced;3747
2016Q4;Guldborgsund;Total;61227
2016Q4;Guldborgsund;Never married;25666
2016Q4;Guldborgsund;Married/separated;24127
2016Q4;Guldborgsund;Widowed;4445
2016Q4;Guldborgsund;Divorced;6989
2016Q4;Holbæk;Total;70775
2016Q4;Holbæk;Never married;31715
2016Q4;Holbæk;Married/separated;28077
2016Q4;Holbæk;Widowed;3842
2016Q4;Holbæk;Divorced;7141
2016Q4;Kalundborg;Total;48732
2016Q4;Kalundborg;Never married;21196
2016Q4;Kalundborg;Married/separated;18982
2016Q4;Kalundborg;Widowed;3131
2016Q4;Kalundborg;Divorced;5423
2016Q4;Lolland;Total;42398
2016Q4;Lolland;Never married;17491
2016Q4;Lolland;Married/separated;16420
2016Q4;Lolland;Widowed;3521
2016Q4;Lolland;Divorced;4966
2016Q4;Næstved;Total;82605
2016Q4;Næstved;Never married;37548
2016Q4;Næstved;Married/separated;31517
2016Q4;Næstved;Widowed;4679
2016Q4;Næstved;Divorced;8861
2016Q4;Odsherred;Total;32988
2016Q4;Odsherred;Never married;12864
2016Q4;Odsherred;Married/separated;13836
2016Q4;Odsherred;Widowed;2420
2016Q4;Odsherred;Divorced;3868
2016Q4;Ringsted;Total;34174
2016Q4;Ringsted;Never married;15522
2016Q4;Ringsted;Married/separated;13602
2016Q4;Ringsted;Widowed;1701
2016Q4;Ringsted;Divorced;3349
2016Q4;Slagelse;Total;78642
2016Q4;Slagelse;Never married;36648
2016Q4;Slagelse;Married/separated;29117
2016Q4;Slagelse;Widowed;4579
2016Q4;Slagelse;Divorced;8298
2016Q4;Sorø;Total;29611
2016Q4;Sorø;Never married;13005
2016Q4;Sorø;Married/separated;11855
2016Q4;Sorø;Widowed;1717
2016Q4;Sorø;Divorced;3034
2016Q4;Stevns;Total;22416
2016Q4;Stevns;Never married;8887
2016Q4;Stevns;Married/separated;9774
2016Q4;Stevns;Widowed;1477
2016Q4;Stevns;Divorced;2278
2016Q4;Vordingborg;Total;45993
2016Q4;Vordingborg;Never married;19264
2016Q4;Vordingborg;Married/separated;18084
2016Q4;Vordingborg;Widowed;3276
2016Q4;Vordingborg;Divorced;5369
2016Q4;Region Syddanmark;Total;1217170
2016Q4;Region Syddanmark;Never married;561002
2016Q4;Region Syddanmark;Married/separated;477881
2016Q4;Region Syddanmark;Widowed;67755
2016Q4;Region Syddanmark;Divorced;110532
2016Q4;Assens;Total;41448
2016Q4;Assens;Never married;17805
2016Q4;Assens;Married/separated;17324
2016Q4;Assens;Widowed;2463
2016Q4;Assens;Divorced;3856
2016Q4;Faaborg-Midtfyn;Total;51338
2016Q4;Faaborg-Midtfyn;Never married;21762
2016Q4;Faaborg-Midtfyn;Married/separated;21580
2016Q4;Faaborg-Midtfyn;Widowed;3245
2016Q4;Faaborg-Midtfyn;Divorced;4751
2016Q4;Kerteminde;Total;23787
2016Q4;Kerteminde;Never married;9789
2016Q4;Kerteminde;Married/separated;10224
2016Q4;Kerteminde;Widowed;1567
2016Q4;Kerteminde;Divorced;2207
2016Q4;Langeland;Total;12536
2016Q4;Langeland;Never married;4530
2016Q4;Langeland;Married/separated;5499
2016Q4;Langeland;Widowed;1101
2016Q4;Langeland;Divorced;1406
2016Q4;Middelfart;Total;38011
2016Q4;Middelfart;Never married;16119
2016Q4;Middelfart;Married/separated;16043
2016Q4;Middelfart;Widowed;2246
2016Q4;Middelfart;Divorced;3603
2016Q4;Nordfyns;Total;29447
2016Q4;Nordfyns;Never married;12514
2016Q4;Nordfyns;Married/separated;12555
2016Q4;Nordfyns;Widowed;1726
2016Q4;Nordfyns;Divorced;2652
2016Q4;Nyborg;Total;32104
2016Q4;Nyborg;Never married;13807
2016Q4;Nyborg;Married/separated;13126
2016Q4;Nyborg;Widowed;2018
2016Q4;Nyborg;Divorced;3153
2016Q4;Odense;Total;200917
2016Q4;Odense;Never married;108202
2016Q4;Odense;Married/separated;65870
2016Q4;Odense;Widowed;9283
2016Q4;Odense;Divorced;17562
2016Q4;Svendborg;Total;58547
2016Q4;Svendborg;Never married;26204
2016Q4;Svendborg;Married/separated;22878
2016Q4;Svendborg;Widowed;3531
2016Q4;Svendborg;Divorced;5934
2016Q4;Ærø;Total;6187
2016Q4;Ærø;Never married;2253
2016Q4;Ærø;Married/separated;2687
2016Q4;Ærø;Widowed;589
2016Q4;Ærø;Divorced;658
2016Q4;Billund;Total;26498
2016Q4;Billund;Never married;11795
2016Q4;Billund;Married/separated;11100
2016Q4;Billund;Widowed;1455
2016Q4;Billund;Divorced;2148
2016Q4;Esbjerg;Total;115957
2016Q4;Esbjerg;Never married;55007
2016Q4;Esbjerg;Married/separated;44371
2016Q4;Esbjerg;Widowed;5993
2016Q4;Esbjerg;Divorced;10586
2016Q4;Fanø;Total;3360
2016Q4;Fanø;Never married;1192
2016Q4;Fanø;Married/separated;1541
2016Q4;Fanø;Widowed;248
2016Q4;Fanø;Divorced;379
2016Q4;Fredericia;Total;50830
2016Q4;Fredericia;Never married;23354
2016Q4;Fredericia;Married/separated;19470
2016Q4;Fredericia;Widowed;2774
2016Q4;Fredericia;Divorced;5232
2016Q4;Haderslev;Total;56037
2016Q4;Haderslev;Never married;24855
2016Q4;Haderslev;Married/separated;22541
2016Q4;Haderslev;Widowed;3366
2016Q4;Haderslev;Divorced;5275
2016Q4;Kolding;Total;92361
2016Q4;Kolding;Never married;44515
2016Q4;Kolding;Married/separated;35115
2016Q4;Kolding;Widowed;4514
2016Q4;Kolding;Divorced;8217
2016Q4;Sønderborg;Total;74762
2016Q4;Sønderborg;Never married;32324
2016Q4;Sønderborg;Married/separated;30992
2016Q4;Sønderborg;Widowed;4629
2016Q4;Sønderborg;Divorced;6817
2016Q4;Tønder;Total;37861
2016Q4;Tønder;Never married;16005
2016Q4;Tønder;Married/separated;15986
2016Q4;Tønder;Widowed;2533
2016Q4;Tønder;Divorced;3337
2016Q4;Varde;Total;50422
2016Q4;Varde;Never married;22089
2016Q4;Varde;Married/separated;21573
2016Q4;Varde;Widowed;2960
2016Q4;Varde;Divorced;3800
2016Q4;Vejen;Total;42791
2016Q4;Vejen;Never married;19149
2016Q4;Vejen;Married/separated;17817
2016Q4;Vejen;Widowed;2421
2016Q4;Vejen;Divorced;3404
2016Q4;Vejle;Total;112947
2016Q4;Vejle;Never married;52643
2016Q4;Vejle;Married/separated;44907
2016Q4;Vejle;Widowed;5558
2016Q4;Vejle;Divorced;9839
2016Q4;Aabenraa;Total;59022
2016Q4;Aabenraa;Never married;25089
2016Q4;Aabenraa;Married/separated;24682
2016Q4;Aabenraa;Widowed;3535
2016Q4;Aabenraa;Divorced;5716
2016Q4;Region Midtjylland;Total;1302897
2016Q4;Region Midtjylland;Never married;636065
2016Q4;Region Midtjylland;Married/separated;496115
2016Q4;Region Midtjylland;Widowed;63649
2016Q4;Region Midtjylland;Divorced;107068
2016Q4;Favrskov;Total;47884
2016Q4;Favrskov;Never married;21403
2016Q4;Favrskov;Married/separated;20777
2016Q4;Favrskov;Widowed;2210
2016Q4;Favrskov;Divorced;3494
2016Q4;Hedensted;Total;46466
2016Q4;Hedensted;Never married;20193
2016Q4;Hedensted;Married/separated;20071
2016Q4;Hedensted;Widowed;2512
2016Q4;Hedensted;Divorced;3690
2016Q4;Horsens;Total;88692
2016Q4;Horsens;Never married;43140
2016Q4;Horsens;Married/separated;33332
2016Q4;Horsens;Widowed;4200
2016Q4;Horsens;Divorced;8020
2016Q4;Norddjurs;Total;38151
2016Q4;Norddjurs;Never married;16947
2016Q4;Norddjurs;Married/separated;15026
2016Q4;Norddjurs;Widowed;2490
2016Q4;Norddjurs;Divorced;3688
2016Q4;Odder;Total;22255
2016Q4;Odder;Never married;9353
2016Q4;Odder;Married/separated;9615
2016Q4;Odder;Widowed;1284
2016Q4;Odder;Divorced;2003
2016Q4;Randers;Total;97864
2016Q4;Randers;Never married;47000
2016Q4;Randers;Married/separated;36392
2016Q4;Randers;Widowed;5289
2016Q4;Randers;Divorced;9183
2016Q4;Samsø;Total;3729
2016Q4;Samsø;Never married;1305
2016Q4;Samsø;Married/separated;1638
2016Q4;Samsø;Widowed;356
2016Q4;Samsø;Divorced;430
2016Q4;Silkeborg;Total;91066
2016Q4;Silkeborg;Never married;42064
2016Q4;Silkeborg;Married/separated;36584
2016Q4;Silkeborg;Widowed;4407
2016Q4;Silkeborg;Divorced;8011
2016Q4;Skanderborg;Total;60164
2016Q4;Skanderborg;Never married;27151
2016Q4;Skanderborg;Married/separated;25915
2016Q4;Skanderborg;Widowed;2526
2016Q4;Skanderborg;Divorced;4572
2016Q4;Syddjurs;Total;41985
2016Q4;Syddjurs;Never married;17363
2016Q4;Syddjurs;Married/separated;18149
2016Q4;Syddjurs;Widowed;2473
2016Q4;Syddjurs;Divorced;4000
2016Q4;Aarhus;Total;335728
2016Q4;Aarhus;Never married;196339
2016Q4;Aarhus;Married/separated;101426
2016Q4;Aarhus;Widowed;12111
2016Q4;Aarhus;Divorced;25852
2016Q4;Herning;Total;88410
2016Q4;Herning;Never married;41491
2016Q4;Herning;Married/separated;35699
2016Q4;Herning;Widowed;4458
2016Q4;Herning;Divorced;6762
2016Q4;Holstebro;Total;58008
2016Q4;Holstebro;Never married;26940
2016Q4;Holstebro;Married/separated;23444
2016Q4;Holstebro;Widowed;3135
2016Q4;Holstebro;Divorced;4489
2016Q4;Ikast-Brande;Total;41045
2016Q4;Ikast-Brande;Never married;18311
2016Q4;Ikast-Brande;Married/separated;17313
2016Q4;Ikast-Brande;Widowed;2129
2016Q4;Ikast-Brande;Divorced;3292
2016Q4;Lemvig;Total;20249
2016Q4;Lemvig;Never married;8163
2016Q4;Lemvig;Married/separated;9184
2016Q4;Lemvig;Widowed;1380
2016Q4;Lemvig;Divorced;1522
2016Q4;Ringkøbing-Skjern;Total;56968
2016Q4;Ringkøbing-Skjern;Never married;24516
2016Q4;Ringkøbing-Skjern;Married/separated;24827
2016Q4;Ringkøbing-Skjern;Widowed;3396
2016Q4;Ringkøbing-Skjern;Divorced;4229
2016Q4;Skive;Total;46577
2016Q4;Skive;Never married;20624
2016Q4;Skive;Married/separated;19097
2016Q4;Skive;Widowed;2947
2016Q4;Skive;Divorced;3909
2016Q4;Struer;Total;21384
2016Q4;Struer;Never married;8807
2016Q4;Struer;Married/separated;9348
2016Q4;Struer;Widowed;1352
2016Q4;Struer;Divorced;1877
2016Q4;Viborg;Total;96272
2016Q4;Viborg;Never married;44955
2016Q4;Viborg;Married/separated;38278
2016Q4;Viborg;Widowed;4994
2016Q4;Viborg;Divorced;8045
2016Q4;Region Nordjylland;Total;587421
2016Q4;Region Nordjylland;Never married;276123
2016Q4;Region Nordjylland;Married/separated;227765
2016Q4;Region Nordjylland;Widowed;34161
2016Q4;Region Nordjylland;Divorced;49372
2016Q4;Brønderslev;Total;36172
2016Q4;Brønderslev;Never married;16051
2016Q4;Brønderslev;Married/separated;14938
2016Q4;Brønderslev;Widowed;2254
2016Q4;Brønderslev;Divorced;2929
2016Q4;Frederikshavn;Total;60402
2016Q4;Frederikshavn;Never married;25110
2016Q4;Frederikshavn;Married/separated;25297
2016Q4;Frederikshavn;Widowed;4298
2016Q4;Frederikshavn;Divorced;5697
2016Q4;Hjørring;Total;65303
2016Q4;Hjørring;Never married;28979
2016Q4;Hjørring;Married/separated;26291
2016Q4;Hjørring;Widowed;4082
2016Q4;Hjørring;Divorced;5951
2016Q4;Jammerbugt;Total;38555
2016Q4;Jammerbugt;Never married;16369
2016Q4;Jammerbugt;Married/separated;16753
2016Q4;Jammerbugt;Widowed;2395
2016Q4;Jammerbugt;Divorced;3038
2016Q4;Læsø;Total;1801
2016Q4;Læsø;Never married;602
2016Q4;Læsø;Married/separated;804
2016Q4;Læsø;Widowed;197
2016Q4;Læsø;Divorced;198
2016Q4;Mariagerfjord;Total;42084
2016Q4;Mariagerfjord;Never married;18457
2016Q4;Mariagerfjord;Married/separated;17444
2016Q4;Mariagerfjord;Widowed;2504
2016Q4;Mariagerfjord;Divorced;3679
2016Q4;Morsø;Total;20653
2016Q4;Morsø;Never married;8862
2016Q4;Morsø;Married/separated;8578
2016Q4;Morsø;Widowed;1491
2016Q4;Morsø;Divorced;1722
2016Q4;Rebild;Total;29265
2016Q4;Rebild;Never married;12946
2016Q4;Rebild;Married/separated;12514
2016Q4;Rebild;Widowed;1580
2016Q4;Rebild;Divorced;2225
2016Q4;Thisted;Total;43847
2016Q4;Thisted;Never married;18832
2016Q4;Thisted;Married/separated;18597
2016Q4;Thisted;Widowed;2899
2016Q4;Thisted;Divorced;3519
2016Q4;Vesthimmerlands;Total;37265
2016Q4;Vesthimmerlands;Never married;16571
2016Q4;Vesthimmerlands;Married/separated;15040
2016Q4;Vesthimmerlands;Widowed;2415
2016Q4;Vesthimmerlands;Divorced;3239
2016Q4;Aalborg;Total;212074
2016Q4;Aalborg;Never married;113344
2016Q4;Aalborg;Married/separated;71509
2016Q4;Aalborg;Widowed;10046
2016Q4;Aalborg;Divorced;17175
2017Q1;All Denmark;Total;5748769
2017Q1;All Denmark;Never married;2785800
2017Q1;All Denmark;Married/separated;2140830
2017Q1;All Denmark;Widowed;292682
2017Q1;All Denmark;Divorced;529457
2017Q1;Region Hovedstaden;Total;1807404
2017Q1;Region Hovedstaden;Never married;945152
2017Q1;Region Hovedstaden;Married/separated;610441
2017Q1;Region Hovedstaden;Widowed;78338
2017Q1;Region Hovedstaden;Divorced;173473
2017Q1;Copenhagen;Total;602481
2017Q1;Copenhagen;Never married;389741
2017Q1;Copenhagen;Married/separated;143176
2017Q1;Copenhagen;Widowed;15607
2017Q1;Copenhagen;Divorced;53957
2017Q1;Frederiksberg;Total;105037
2017Q1;Frederiksberg;Never married;61445
2017Q1;Frederiksberg;Married/separated;28849
2017Q1;Frederiksberg;Widowed;4495
2017Q1;Frederiksberg;Divorced;10248
2017Q1;Dragør;Total;14288
2017Q1;Dragør;Never married;5660
2017Q1;Dragør;Married/separated;6581
2017Q1;Dragør;Widowed;867
2017Q1;Dragør;Divorced;1180
2017Q1;Tårnby;Total;43010
2017Q1;Tårnby;Never married;19764
2017Q1;Tårnby;Married/separated;16761
2017Q1;Tårnby;Widowed;2357
2017Q1;Tårnby;Divorced;4128
2017Q1;Albertslund;Total;27896
2017Q1;Albertslund;Never married;13855
2017Q1;Albertslund;Married/separated;10177
2017Q1;Albertslund;Widowed;1112
2017Q1;Albertslund;Divorced;2752
2017Q1;Ballerup;Total;48231
2017Q1;Ballerup;Never married;21932
2017Q1;Ballerup;Married/separated;18575
2017Q1;Ballerup;Widowed;2726
2017Q1;Ballerup;Divorced;4998
2017Q1;Brøndby;Total;35594
2017Q1;Brøndby;Never married;16301
2017Q1;Brøndby;Married/separated;13607
2017Q1;Brøndby;Widowed;1993
2017Q1;Brøndby;Divorced;3693
2017Q1;Gentofte;Total;75805
2017Q1;Gentofte;Never married;35887
2017Q1;Gentofte;Married/separated;28932
2017Q1;Gentofte;Widowed;3593
2017Q1;Gentofte;Divorced;7393
2017Q1;Gladsaxe;Total;68775
2017Q1;Gladsaxe;Never married;34308
2017Q1;Gladsaxe;Married/separated;24527
2017Q1;Gladsaxe;Widowed;3242
2017Q1;Gladsaxe;Divorced;6698
2017Q1;Glostrup;Total;22528
2017Q1;Glostrup;Never married;10827
2017Q1;Glostrup;Married/separated;8090
2017Q1;Glostrup;Widowed;1239
2017Q1;Glostrup;Divorced;2372
2017Q1;Herlev;Total;28406
2017Q1;Herlev;Never married;13252
2017Q1;Herlev;Married/separated;10576
2017Q1;Herlev;Widowed;1614
2017Q1;Herlev;Divorced;2964
2017Q1;Hvidovre;Total;52964
2017Q1;Hvidovre;Never married;25783
2017Q1;Hvidovre;Married/separated;19343
2017Q1;Hvidovre;Widowed;2630
2017Q1;Hvidovre;Divorced;5208
2017Q1;Høje-Taastrup;Total;50246
2017Q1;Høje-Taastrup;Never married;23316
2017Q1;Høje-Taastrup;Married/separated;19914
2017Q1;Høje-Taastrup;Widowed;2254
2017Q1;Høje-Taastrup;Divorced;4762
2017Q1;Ishøj;Total;22719
2017Q1;Ishøj;Never married;10663
2017Q1;Ishøj;Married/separated;8895
2017Q1;Ishøj;Widowed;942
2017Q1;Ishøj;Divorced;2219
2017Q1;Lyngby-Taarbæk;Total;55240
2017Q1;Lyngby-Taarbæk;Never married;27046
2017Q1;Lyngby-Taarbæk;Married/separated;20022
2017Q1;Lyngby-Taarbæk;Widowed;3036
2017Q1;Lyngby-Taarbæk;Divorced;5136
2017Q1;Rødovre;Total;38492
2017Q1;Rødovre;Never married;18529
2017Q1;Rødovre;Married/separated;13773
2017Q1;Rødovre;Widowed;2115
2017Q1;Rødovre;Divorced;4075
2017Q1;Vallensbæk;Total;15705
2017Q1;Vallensbæk;Never married;6861
2017Q1;Vallensbæk;Married/separated;6938
2017Q1;Vallensbæk;Widowed;671
2017Q1;Vallensbæk;Divorced;1235
2017Q1;Allerød;Total;24942
2017Q1;Allerød;Never married;10240
2017Q1;Allerød;Married/separated;11565
2017Q1;Allerød;Widowed;1186
2017Q1;Allerød;Divorced;1951
2017Q1;Egedal;Total;43082
2017Q1;Egedal;Never married;18118
2017Q1;Egedal;Married/separated;19800
2017Q1;Egedal;Widowed;1805
2017Q1;Egedal;Divorced;3359
2017Q1;Fredensborg;Total;40504
2017Q1;Fredensborg;Never married;16983
2017Q1;Fredensborg;Married/separated;17306
2017Q1;Fredensborg;Widowed;1961
2017Q1;Fredensborg;Divorced;4254
2017Q1;Frederikssund;Total;45036
2017Q1;Frederikssund;Never married;18642
2017Q1;Frederikssund;Married/separated;19043
2017Q1;Frederikssund;Widowed;2665
2017Q1;Frederikssund;Divorced;4686
2017Q1;Furesø;Total;40613
2017Q1;Furesø;Never married;17394
2017Q1;Furesø;Married/separated;17624
2017Q1;Furesø;Widowed;2078
2017Q1;Furesø;Divorced;3517
2017Q1;Gribskov;Total;41213
2017Q1;Gribskov;Never married;16139
2017Q1;Gribskov;Married/separated;18083
2017Q1;Gribskov;Widowed;2434
